ASV,Kingdom,Phylum,Class,Order,Family,Genus
sq8690,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
sq8691,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavicella
sq8692,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaeria_uc,Lentisphaeria_uc,Lentisphaeria_uc
sq8693,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19_uc,PB19_uc
sq8694,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Ectothiorhodospiraceae_uc
sq8695,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq8696,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1
sq8697,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,OCS116_clade_uc
sq8698,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Nitrincolaceae_uc
sq8699,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1_aquatic_group,MWH-UniP1_aquatic_group_uc
sq8700,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Dokdonia
sq8703,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq8704,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_uc
sq8706,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq8707,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_uc
sq8708,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq8710,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,AB1_uc
sq8711,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq8712,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
sq8713,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna
sq8714,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
sq8715,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq8716,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq8717,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq8718,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_uc,SAR86_clade_uc
sq8719,Bacteria,Proteobacteria,Gammaproteobacteria,AT-s2-59,AT-s2-59_uc,AT-s2-59_uc
sq8720,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium
sq8721,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq8722,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169,AEGEAN-169_uc
sq8723,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
sq8724,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq8725,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales_uc,Oceanospirillales_uc
sq8726,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19_uc,PB19_uc
sq8727,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq8728,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
sq8729,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
sq8730,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_uc
sq8731,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter
sq8732,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesiaceae_uc
sq8733,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
sq8734,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_uc
sq8735,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
sq8736,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
sq8737,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
sq8738,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq8739,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
sq8740,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_uc,SAR202_clade_uc
sq8741,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesiaceae_uc
sq8743,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacteraceae_uc
sq8744,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_uc
sq8745,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq8746,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq8747,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq8748,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq8749,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
sq8750,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
sq8751,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
sq8752,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
sq8753,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq8754,Bacteria,Acidobacteriota,Acidobacteriae,PAUC26f,PAUC26f_uc,PAUC26f_uc
sq8755,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq8756,Bacteria,PAUC34f,PAUC34f_uc,PAUC34f_uc,PAUC34f_uc,PAUC34f_uc
sq8757,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq8758,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
sq8759,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sq8760,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter
sq8761,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Kiloniellaceae_uc
sq8762,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_I_uc
sq8763,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq8764,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
sq8765,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq8766,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq8767,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8768,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisellaceae_uc
sq8769,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8770,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus
sq8771,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq8772,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq8773,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccaceae_uc
sq8774,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8775,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq8776,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family_uc
sq8778,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8779,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8780,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lacinutrix
sq8783,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade_uc
sq8784,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19_uc,PB19_uc
sq8785,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales_uc,Cellvibrionales_uc
sq8786,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq8787,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB
sq8788,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
sq8789,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_uc,SAR202_clade_uc
sq8790,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina
sq8791,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8792,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq8794,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
sq8795,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq8796,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter
sq8797,Bacteria,Planctomycetota,OM190,OM190_uc,OM190_uc,OM190_uc
sq8798,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq8799,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_uc,OM182_clade_uc
sq8800,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq8801,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq8802,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq8803,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,Fokiniaceae_uc
sq8804,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq8805,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17_uc,Subgroup_17_uc
sq8806,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq8807,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04
sq8808,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq8809,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,Hydrogenedensaceae_uc
sq8810,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
sq8811,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq8812,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia
sq8813,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq8814,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,KD3-93_uc
sq8815,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_uc,Alphaproteobacteria_uc,Alphaproteobacteria_uc
sq8816,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
sq8817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter
sq8819,Bacteria,Proteobacteria,Proteobacteria_uc,Proteobacteria_uc,Proteobacteria_uc,Proteobacteria_uc
sq8820,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_uc,JGI_0000069-P22_uc
sq8821,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella
sq8822,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
sq8823,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium
sq8824,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq8825,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SG8-4,SG8-4_uc
sq8826,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_uc,SAR202_clade_uc
sq8827,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq8830,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
sq8831,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
sq8832,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia
sq8833,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SG8-4,SG8-4_uc
sq8834,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7,NS7_uc
sq8835,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Paracaedibacteraceae_uc
sq8836,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_uc
sq8837,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_uc
sq8838,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbaceae_uc
sq8839,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia
sq8840,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SG8-4,SG8-4_uc
sq8841,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsiaceae_uc
sq8842,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriales_uc,Flavobacteriales_uc
sq8843,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_uc
sq8844,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenales_uc,Ardenticatenales_uc
sq8845,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq8846,Bacteria,Chloroflexi,TK17,TK17_uc,TK17_uc,TK17_uc
sq8847,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellae_uc,Kiritimatiellae_uc,Kiritimatiellae_uc
sq8848,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II_uc,Marine_Group_II_uc
sq8849,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_uc
sq8850,Bacteria,Planctomycetota,OM190,OM190_uc,OM190_uc,OM190_uc
sq8851,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
sq8852,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Nitrincolaceae_uc
sq8853,Bacteria,Latescibacterota,Latescibacterota_uc,Latescibacterota_uc,Latescibacterota_uc,Latescibacterota_uc
sq8854,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq8855,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Amoebophilaceae_uc
sq8856,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Ectothiorhodospiraceae_uc
sq8857,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Cand_Nitrosopelagicus
sq8858,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
sq8859,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Rubinisphaeraceae_uc
sq8860,Bacteria,WPS-2,WPS-2_uc,WPS-2_uc,WPS-2_uc,WPS-2_uc
sq8861,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,SEEP-SRB1
sq8862,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans
sq8864,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga
sq8865,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola
sq8867,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisellaceae_uc
sq8868,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19_uc,PB19_uc
sq8869,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
sq8870,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa
sq8871,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_uc,Alphaproteobacteria_uc,Alphaproteobacteria_uc
sq8873,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20_uc,0319-6G20_uc
sq8875,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,JTB23_uc,JTB23_uc
sq8876,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq8877,Bacteria,Planctomycetota,Planctomycetota_uc,Planctomycetota_uc,Planctomycetota_uc,Planctomycetota_uc
sq8878,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq8879,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq8880,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq8881,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
sq8882,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
sq8883,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Rubinisphaeraceae_uc
sq8884,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq8885,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq8886,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
sq8887,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq8888,Bacteria,Planctomycetota,BD7-11,BD7-11_uc,BD7-11_uc,BD7-11_uc
sq8889,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq8890,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
sq8891,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
sq8892,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Cand_Omnitrophus
sq8893,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagales_uc,Chitinophagales_uc
sq8894,Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage_uc,Pla3_lineage_uc,Pla3_lineage_uc
sq8895,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
sq8896,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq8897,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq8898,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaeraceae_uc
sq8900,Bacteria,Planctomycetota,vadinHA49,vadinHA49_uc,vadinHA49_uc,vadinHA49_uc
sq8901,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq8902,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium
sq8903,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
sq8904,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq8905,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq8906,Bacteria,Nitrospinota,P9X2b3D02,P9X2b3D02_uc,P9X2b3D02_uc,P9X2b3D02_uc
sq8907,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Microscillaceae_uc
sq8908,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq8909,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,BD2-7,BD2-7_uc
sq8910,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccales_uc,Defluviicoccales_uc
sq8911,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_uc,SAR202_clade_uc
sq8912,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovoracaceae_uc
sq8913,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19_uc,PB19_uc
sq8914,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter
sq8915,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
sq8916,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq8917,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
sq8919,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996
sq8920,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales_uc,Kapabacteriales_uc
sq8921,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq8922,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_uc
sq8923,Bacteria,Gemmatimonadota,BD2-11,BD2-11_uc,BD2-11_uc,BD2-11_uc
sq8924,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionellaceae_uc
sq8925,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS3a
sq8926,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Marimicrobium
sq8927,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12
sq8928,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8929,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8930,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisellaceae_uc
sq8931,Bacteria,Planctomycetota,Planctomycetota_uc,Planctomycetota_uc,Planctomycetota_uc,Planctomycetota_uc
sq8932,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq8933,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Cand_Nitrosopumilus
sq8934,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8935,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,KD3-93_uc
sq8936,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8938,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8939,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8940,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8941,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8942,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
sq8943,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
sq8944,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
